chunk_id,chunk_type,source_id,category,culture_region,norm_type,scenario_pattern,condition_family,norm_statement,orientation,latent_variables,acceptable_if,not_acceptable_if,context_dependent_if,cultures_compared,source_ids,retrieval_text
NORM_SAC067,country_norm,SAC067,privacy,US,consent,privacy situation involving privacy or consent,privacy,Posting someone’s image usually requires respect for consent and privacy.,,actor; target; personal information; consent; visibility; relationship closeness; personal autonomy; privacy; workplace informality; missing details; culture-specific expectation,"the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested","the action exposes or accesses personal information without consent; the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers",relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal; whether consent was explicit or implied is unknown,,,"Country/cultural context: US. Norm domain: Consent. Scenario pattern: privacy situation involving privacy or consent. Category: privacy. Culture-specific norm statement: Posting someone’s image usually requires respect for consent and privacy. Relevant latent variables: actor, target, personal information, consent, visibility, relationship closeness, personal autonomy, privacy, workplace informality, missing details, culture-specific expectation. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the action exposes or accesses personal information without consent; the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal; whether consent was explicit or implied is unknown."
NORM_SAC068,country_norm,SAC068,privacy,South Korea,image-conscious,privacy situation involving image conscious,privacy,"Managing one’s public image is socially important, so photo consent is meaningful.",,actor; target; personal information; consent; visibility; relationship closeness; public image; privacy; social evaluation; missing details; culture-specific expectation,"the behavior respects or accommodates South Korea expectations around image management, privacy, politeness, and sensitivity to social evaluation; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested","the behavior conflicts with South Korea expectations around image management, privacy, politeness, and sensitivity to social evaluation; private information is exposed publicly; the target has not consented; the setting is professional or with strangers",relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the action affects public image; how visible the behavior is,,,"Country/cultural context: South Korea. Norm domain: Image Conscious. Scenario pattern: privacy situation involving image conscious. Category: privacy. Culture-specific norm statement: Managing one’s public image is socially important, so photo consent is meaningful. Relevant latent variables: actor, target, personal information, consent, visibility, relationship closeness, public image, privacy, social evaluation, missing details, culture-specific expectation. Acceptable if: the behavior respects or accommodates South Korea expectations around image management, privacy, politeness, and sensitivity to social evaluation; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with South Korea expectations around image management, privacy, politeness, and sensitivity to social evaluation; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the action affects public image; how visible the behavior is."
NORM_SAC069,country_norm,SAC069,morality_fairness,US,commitment,morality fairness situation involving commitment,commitment,Not following through on commitments is generally unfair to teammates.,,actor; affected party; fairness; honesty; rule expectation; harm; consent; personal autonomy; privacy; relationship closeness; workplace informality; missing details; culture-specific expectation,"the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; there is a serious reason; the actor gives notice and tries to repair the impact; the commitment was tentative","the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the actor breaks a clear promise casually; others relied on the commitment; the actor repeats the behavior",the reason is unknown; the strength of the commitment is unclear; the impact on others is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal,,,"Country/cultural context: US. Norm domain: Commitment. Scenario pattern: morality fairness situation involving commitment. Category: morality fairness. Culture-specific norm statement: Not following through on commitments is generally unfair to teammates. Relevant latent variables: actor, affected party, fairness, honesty, rule expectation, harm, consent, personal autonomy, privacy, relationship closeness, workplace informality, missing details, culture-specific expectation. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; there is a serious reason; the actor gives notice and tries to repair the impact; the commitment was tentative. Not acceptable if: the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the actor breaks a clear promise casually; others relied on the commitment; the actor repeats the behavior. Context-dependent if: the reason is unknown; the strength of the commitment is unclear; the impact on others is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal."
NORM_SAC070,country_norm,SAC070,morality_fairness,Japan,group-responsibility,morality fairness situation involving group responsibility,privacy,Group obligation and reliability are strongly valued.,,actor; affected party; fairness; honesty; rule expectation; harm; seniority; role; honorifics; public/private setting; group harmony; missing details; culture-specific expectation,"the behavior respects or accommodates Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested","the behavior conflicts with Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; private information is exposed publicly; the target has not consented; the setting is professional or with strangers",relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether informality was explicitly invited; how public the action is; whether it burdens the group,,,"Country/cultural context: Japan. Norm domain: Group Responsibility. Scenario pattern: morality fairness situation involving group responsibility. Category: morality fairness. Culture-specific norm statement: Group obligation and reliability are strongly valued. Relevant latent variables: actor, affected party, fairness, honesty, rule expectation, harm, seniority, role, honorifics, public/private setting, group harmony, missing details, culture-specific expectation. Acceptable if: the behavior respects or accommodates Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether informality was explicitly invited; how public the action is; whether it burdens the group."
NORM_SAC071,country_norm,SAC071,morality_fairness,US,contract,morality fairness situation involving contract,privacy,"Keeping agreements is valued, but refunds may depend on fairness, product condition, and prior terms.",,actor; affected party; fairness; honesty; rule expectation; harm; consent; personal autonomy; privacy; relationship closeness; workplace informality; missing details; culture-specific expectation,"the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested","the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers",relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal,,,"Country/cultural context: US. Norm domain: Contract. Scenario pattern: morality fairness situation involving contract. Category: morality fairness. Culture-specific norm statement: Keeping agreements is valued, but refunds may depend on fairness, product condition, and prior terms. Relevant latent variables: actor, affected party, fairness, honesty, rule expectation, harm, consent, personal autonomy, privacy, relationship closeness, workplace informality, missing details, culture-specific expectation. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal."
NORM_SAC072,country_norm,SAC072,morality_fairness,Germany,rule-and-contract,morality fairness situation involving rule and contract,privacy,Clear agreements are generally expected to be honored.,,actor; affected party; fairness; honesty; rule expectation; harm; rules; directness; punctuality; privacy; prior agreement; missing details; culture-specific expectation,"the behavior respects or accommodates Germany expectations around directness, punctuality, rule consistency, privacy, and clear agreements; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested","the behavior conflicts with Germany expectations around directness, punctuality, rule consistency, privacy, and clear agreements; private information is exposed publicly; the target has not consented; the setting is professional or with strangers",relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether there is an explicit rule; whether directness is constructive; whether expectations were agreed,,,"Country/cultural context: Germany. Norm domain: Rule And Contract. Scenario pattern: morality fairness situation involving rule and contract. Category: morality fairness. Culture-specific norm statement: Clear agreements are generally expected to be honored. Relevant latent variables: actor, affected party, fairness, honesty, rule expectation, harm, rules, directness, punctuality, privacy, prior agreement, missing details, culture-specific expectation. Acceptable if: the behavior respects or accommodates Germany expectations around directness, punctuality, rule consistency, privacy, and clear agreements; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with Germany expectations around directness, punctuality, rule consistency, privacy, and clear agreements; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether there is an explicit rule; whether directness is constructive; whether expectations were agreed."
NORM_SAC073,country_norm,SAC073,morality_fairness,US,accountability,morality fairness situation involving accountability,privacy,Late apologies can be acceptable when they acknowledge harm without demanding forgiveness.,,actor; affected party; fairness; honesty; rule expectation; harm; consent; personal autonomy; privacy; relationship closeness; workplace informality; missing details; culture-specific expectation,"the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested","the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers",relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal,,,"Country/cultural context: US. Norm domain: Accountability. Scenario pattern: morality fairness situation involving accountability. Category: morality fairness. Culture-specific norm statement: Late apologies can be acceptable when they acknowledge harm without demanding forgiveness. Relevant latent variables: actor, affected party, fairness, honesty, rule expectation, harm, consent, personal autonomy, privacy, relationship closeness, workplace informality, missing details, culture-specific expectation. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal."
NORM_SAC074,country_norm,SAC074,morality_fairness,Japan,restoring-harmony,morality fairness situation involving face or harmony,face,Apology can help repair relationships and restore social harmony.,,actor; affected party; fairness; honesty; rule expectation; harm; seniority; role; honorifics; public/private setting; group harmony; missing details; culture-specific expectation,"the behavior respects or accommodates Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; criticism is private, indirect, and gives the person a way to save face; the issue is serious enough to require correction; the issue is handled privately or indirectly enough to preserve dignity","the action creates avoidable embarrassment or disrupts harmony; the behavior conflicts with Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; the person is embarrassed in public; criticism is blunt or shaming; the action threatens family, group, or professional reputation",tone is unclear; the audience is unclear; the seriousness of the issue is unclear; whether informality was explicitly invited; how public the action is; whether it burdens the group,,,"Country/cultural context: Japan. Norm domain: Restoring Harmony. Scenario pattern: morality fairness situation involving face or harmony. Category: morality fairness. Culture-specific norm statement: Apology can help repair relationships and restore social harmony. Relevant latent variables: actor, affected party, fairness, honesty, rule expectation, harm, seniority, role, honorifics, public/private setting, group harmony, missing details, culture-specific expectation. Acceptable if: the behavior respects or accommodates Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; criticism is private, indirect, and gives the person a way to save face; the issue is serious enough to require correction; the issue is handled privately or indirectly enough to preserve dignity. Not acceptable if: the action creates avoidable embarrassment or disrupts harmony; the behavior conflicts with Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; the person is embarrassed in public; criticism is blunt or shaming; the action threatens family, group, or professional reputation. Context-dependent if: tone is unclear; the audience is unclear; the seriousness of the issue is unclear; whether informality was explicitly invited; how public the action is; whether it burdens the group."
NORM_SAC075,country_norm,SAC075,morality_fairness,US,autonomy-and-honesty,morality fairness situation involving autonomy and honesty,privacy,Some value honesty and warning the harmed person; others avoid intervening in private relationships.,,actor; affected party; fairness; honesty; rule expectation; harm; consent; personal autonomy; privacy; relationship closeness; workplace informality; missing details; culture-specific expectation,"the actor sets a boundary without insulting or abandoning the other person; the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested","the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers",relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal; whether the boundary was communicated respectfully is unknown,,,"Country/cultural context: US. Norm domain: Autonomy And Honesty. Scenario pattern: morality fairness situation involving autonomy and honesty. Category: morality fairness. Culture-specific norm statement: Some value honesty and warning the harmed person; others avoid intervening in private relationships. Relevant latent variables: actor, affected party, fairness, honesty, rule expectation, harm, consent, personal autonomy, privacy, relationship closeness, workplace informality, missing details, culture-specific expectation. Acceptable if: the actor sets a boundary without insulting or abandoning the other person; the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal; whether the boundary was communicated respectfully is unknown."
NORM_SAC076,country_norm,SAC076,friendship,US,consent-and-respect,friendship situation involving privacy or consent,privacy,Respecting requests about personal images is tied to trust and consent.,,friend; closeness; reciprocity; support expectation; honesty; boundary; consent; personal autonomy; privacy; relationship closeness; workplace informality; missing details; culture-specific expectation,"the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested","the action exposes or accesses personal information without consent; the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers",relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal; whether consent was explicit or implied is unknown,,,"Country/cultural context: US. Norm domain: Consent And Respect. Scenario pattern: friendship situation involving privacy or consent. Category: friendship. Culture-specific norm statement: Respecting requests about personal images is tied to trust and consent. Relevant latent variables: friend, closeness, reciprocity, support expectation, honesty, boundary, consent, personal autonomy, privacy, relationship closeness, workplace informality, missing details, culture-specific expectation. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the action exposes or accesses personal information without consent; the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal; whether consent was explicit or implied is unknown."
NORM_SAC077,country_norm,SAC077,friendship,Germany,privacy-respect,friendship situation involving privacy respect,privacy,Personal dignity and consent are strongly emphasized in social interactions.,,friend; closeness; reciprocity; support expectation; honesty; boundary; rules; directness; punctuality; privacy; prior agreement; missing details; culture-specific expectation,"the behavior respects or accommodates Germany expectations around directness, punctuality, rule consistency, privacy, and clear agreements; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested","the action exposes or accesses personal information without consent; the behavior conflicts with Germany expectations around directness, punctuality, rule consistency, privacy, and clear agreements; private information is exposed publicly; the target has not consented; the setting is professional or with strangers",relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether there is an explicit rule; whether directness is constructive; whether expectations were agreed; whether consent was explicit or implied is unknown,,,"Country/cultural context: Germany. Norm domain: Privacy Respect. Scenario pattern: friendship situation involving privacy respect. Category: friendship. Culture-specific norm statement: Personal dignity and consent are strongly emphasized in social interactions. Relevant latent variables: friend, closeness, reciprocity, support expectation, honesty, boundary, rules, directness, punctuality, privacy, prior agreement, missing details, culture-specific expectation. Acceptable if: the behavior respects or accommodates Germany expectations around directness, punctuality, rule consistency, privacy, and clear agreements; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the action exposes or accesses personal information without consent; the behavior conflicts with Germany expectations around directness, punctuality, rule consistency, privacy, and clear agreements; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether there is an explicit rule; whether directness is constructive; whether expectations were agreed; whether consent was explicit or implied is unknown."
NORM_SAC078,country_norm,SAC078,friendship,US,flexibility,friendship situation involving flexibility,privacy,"Self-care is valued, but reliability and communication still matter.",,friend; closeness; reciprocity; support expectation; honesty; boundary; consent; personal autonomy; privacy; relationship closeness; workplace informality; missing details; culture-specific expectation,"the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested","the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers",relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal,,,"Country/cultural context: US. Norm domain: Flexibility. Scenario pattern: friendship situation involving flexibility. Category: friendship. Culture-specific norm statement: Self-care is valued, but reliability and communication still matter. Relevant latent variables: friend, closeness, reciprocity, support expectation, honesty, boundary, consent, personal autonomy, privacy, relationship closeness, workplace informality, missing details, culture-specific expectation. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal."
NORM_SAC079,country_norm,SAC079,friendship,Japan,reliability,friendship situation involving commitment or reliability,commitment,Commitments are expected to be honored unless there is a strong reason.,,friend; closeness; reciprocity; support expectation; honesty; boundary; seniority; role; honorifics; public/private setting; group harmony; missing details; culture-specific expectation,"the behavior respects or accommodates Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; there is a serious reason; the actor gives notice and tries to repair the impact; the commitment was tentative","the behavior conflicts with Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; the actor breaks a clear promise casually; others relied on the commitment; the actor repeats the behavior",the reason is unknown; the strength of the commitment is unclear; the impact on others is unknown; whether informality was explicitly invited; how public the action is; whether it burdens the group,,,"Country/cultural context: Japan. Norm domain: Reliability. Scenario pattern: friendship situation involving commitment or reliability. Category: friendship. Culture-specific norm statement: Commitments are expected to be honored unless there is a strong reason. Relevant latent variables: friend, closeness, reciprocity, support expectation, honesty, boundary, seniority, role, honorifics, public/private setting, group harmony, missing details, culture-specific expectation. Acceptable if: the behavior respects or accommodates Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; there is a serious reason; the actor gives notice and tries to repair the impact; the commitment was tentative. Not acceptable if: the behavior conflicts with Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; the actor breaks a clear promise casually; others relied on the commitment; the actor repeats the behavior. Context-dependent if: the reason is unknown; the strength of the commitment is unclear; the impact on others is unknown; whether informality was explicitly invited; how public the action is; whether it burdens the group."
NORM_SAC080,country_norm,SAC080,friendship,US,politeness,friendship situation involving politeness,privacy,Honesty is acceptable but often softened to avoid hurting others.,,friend; closeness; reciprocity; support expectation; honesty; boundary; consent; personal autonomy; privacy; relationship closeness; workplace informality; missing details; culture-specific expectation,"the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested","the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers",relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal,,,"Country/cultural context: US. Norm domain: Politeness. Scenario pattern: friendship situation involving politeness. Category: friendship. Culture-specific norm statement: Honesty is acceptable but often softened to avoid hurting others. Relevant latent variables: friend, closeness, reciprocity, support expectation, honesty, boundary, consent, personal autonomy, privacy, relationship closeness, workplace informality, missing details, culture-specific expectation. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal."
NORM_SAC081,country_norm,SAC081,friendship,Japan,harmony,friendship situation involving face or harmony,face,Maintaining harmony often outweighs expressing negative opinions directly.,,friend; closeness; reciprocity; support expectation; honesty; boundary; seniority; role; honorifics; public/private setting; group harmony; missing details; culture-specific expectation,"the behavior respects or accommodates Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; criticism is private, indirect, and gives the person a way to save face; the issue is serious enough to require correction; the issue is handled privately or indirectly enough to preserve dignity","the action creates avoidable embarrassment or disrupts harmony; the behavior conflicts with Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; the person is embarrassed in public; criticism is blunt or shaming; the action threatens family, group, or professional reputation",tone is unclear; the audience is unclear; the seriousness of the issue is unclear; whether informality was explicitly invited; how public the action is; whether it burdens the group,,,"Country/cultural context: Japan. Norm domain: Harmony. Scenario pattern: friendship situation involving face or harmony. Category: friendship. Culture-specific norm statement: Maintaining harmony often outweighs expressing negative opinions directly. Relevant latent variables: friend, closeness, reciprocity, support expectation, honesty, boundary, seniority, role, honorifics, public/private setting, group harmony, missing details, culture-specific expectation. Acceptable if: the behavior respects or accommodates Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; criticism is private, indirect, and gives the person a way to save face; the issue is serious enough to require correction; the issue is handled privately or indirectly enough to preserve dignity. Not acceptable if: the action creates avoidable embarrassment or disrupts harmony; the behavior conflicts with Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; the person is embarrassed in public; criticism is blunt or shaming; the action threatens family, group, or professional reputation. Context-dependent if: tone is unclear; the audience is unclear; the seriousness of the issue is unclear; whether informality was explicitly invited; how public the action is; whether it burdens the group."
NORM_SAC082,country_norm,SAC082,friendship,US,communication,friendship situation involving communication,privacy,"Delays may be acceptable, but lack of response can signal disrespect.",,friend; closeness; reciprocity; support expectation; honesty; boundary; consent; personal autonomy; privacy; relationship closeness; workplace informality; missing details; culture-specific expectation,"the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested","the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers",relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal,,,"Country/cultural context: US. Norm domain: Communication. Scenario pattern: friendship situation involving communication. Category: friendship. Culture-specific norm statement: Delays may be acceptable, but lack of response can signal disrespect. Relevant latent variables: friend, closeness, reciprocity, support expectation, honesty, boundary, consent, personal autonomy, privacy, relationship closeness, workplace informality, missing details, culture-specific expectation. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal."
NORM_SAC083,country_norm,SAC083,friendship,Korea,responsiveness,friendship situation involving responsiveness,privacy,Timely communication is often associated with maintaining relationships.,,friend; closeness; reciprocity; support expectation; honesty; boundary; age; status; politeness level; responsiveness; public image; missing details; culture-specific expectation,"the behavior respects or accommodates Korea expectations around age/status hierarchy, politeness, responsiveness, and maintaining respectful relationships; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested","the behavior conflicts with Korea expectations around age/status hierarchy, politeness, responsiveness, and maintaining respectful relationships; private information is exposed publicly; the target has not consented; the setting is professional or with strangers",relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; relative age/status; whether criticism is public; whether delay signals disrespect,,,"Country/cultural context: Korea. Norm domain: Responsiveness. Scenario pattern: friendship situation involving responsiveness. Category: friendship. Culture-specific norm statement: Timely communication is often associated with maintaining relationships. Relevant latent variables: friend, closeness, reciprocity, support expectation, honesty, boundary, age, status, politeness level, responsiveness, public image, missing details, culture-specific expectation. Acceptable if: the behavior respects or accommodates Korea expectations around age/status hierarchy, politeness, responsiveness, and maintaining respectful relationships; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with Korea expectations around age/status hierarchy, politeness, responsiveness, and maintaining respectful relationships; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; relative age/status; whether criticism is public; whether delay signals disrespect."
NORM_SAC084,country_norm,SAC084,morality_loyalty,US,support,morality loyalty situation involving support,privacy,Providing emotional support is generally expected in close friendships.,,group member; group; loyalty; honesty; conflict of interest; relationship; consent; personal autonomy; privacy; relationship closeness; workplace informality; missing details; culture-specific expectation,"the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested","the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers",relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal,,,"Country/cultural context: US. Norm domain: Support. Scenario pattern: morality loyalty situation involving support. Category: morality loyalty. Culture-specific norm statement: Providing emotional support is generally expected in close friendships. Relevant latent variables: group member, group, loyalty, honesty, conflict of interest, relationship, consent, personal autonomy, privacy, relationship closeness, workplace informality, missing details, culture-specific expectation. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given; whether the relationship is close; whether the setting is professional or personal."
