chunk_id,source_id,category,culture_region,norm_type,title,norm_statement,latent_variables,acceptable_when,unacceptable_when,ambiguity_factors,keywords,retrieval_text
RAG_SAC059,SAC059,social_etiquette,US,reciprocity-boundary,US: Reciprocity Boundary,Expensive gifts may feel generous or uncomfortable depending on relationship closeness.,guest/host; relationship closeness; public/private setting; reciprocity; punctuality; respect,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",attention; closeness; etiquette; expensive; feel; generous; gift; gifts; guest; host; norm; phone; punctuality; reciprocity boundary; relationship; social; uncomfortable; us,"Culture or social context: US. Norm domain: Reciprocity Boundary. Situation category: social etiquette. Norm: Expensive gifts may feel generous or uncomfortable depending on relationship closeness. Relevant latent variables: guest/host, relationship closeness, public/private setting, reciprocity, punctuality, respect. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC060,SAC060,social_etiquette,Germany,modesty,Germany: Modesty,Very expensive gifts may be seen as excessive or creating unwanted obligation.,guest/host; relationship closeness; public/private setting; reciprocity; punctuality; respect,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",attention; creating; etiquette; excessive; expensive; germany; gift; gifts; guest; host; modesty; norm; obligation; phone; punctuality; seen; social; unwanted,"Culture or social context: Germany. Norm domain: Modesty. Situation category: social etiquette. Norm: Very expensive gifts may be seen as excessive or creating unwanted obligation. Relevant latent variables: guest/host, relationship closeness, public/private setting, reciprocity, punctuality, respect. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC061,SAC061,privacy,US,privacy,US: Privacy,People are generally allowed to keep personal plans private.,actor; target; personal information; consent; relationship closeness; public/private setting,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",allowed; consent; keep; norm; people; personal; personal information; phone; photo; plans; privacy; private; public; us,"Culture or social context: US. Norm domain: Privacy. Situation category: privacy. Norm: People are generally allowed to keep personal plans private. Relevant latent variables: actor, target, personal information, consent, relationship closeness, public/private setting. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC062,SAC062,privacy,Brazil,relational-closeness,Brazil: Relational Closeness,"Close friends may expect sharing, but privacy remains acceptable depending on relationship.",actor; target; personal information; consent; relationship closeness; public/private setting,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",brazil; close; consent; expect; friends; norm; personal information; phone; photo; privacy; public; relational closeness; relationship; remains; sharing,"Culture or social context: Brazil. Norm domain: Relational Closeness. Situation category: privacy. Norm: Close friends may expect sharing, but privacy remains acceptable depending on relationship. Relevant latent variables: actor, target, personal information, consent, relationship closeness, public/private setting. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC063,SAC063,privacy,US,autonomy,US: Autonomy,Adults commonly make travel decisions independently unless others are affected.,actor; target; personal information; consent; relationship closeness; public/private setting,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",adults; affected; autonomy; consent; decisions; independently; make; norm; others; personal information; phone; photo; privacy; public; travel; unless; us,"Culture or social context: US. Norm domain: Autonomy. Situation category: privacy. Norm: Adults commonly make travel decisions independently unless others are affected. Relevant latent variables: actor, target, personal information, consent, relationship closeness, public/private setting. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC064,SAC064,privacy,China,family-awareness,China: Family Awareness,"Family may expect to know travel plans for safety and connection, but expectations vary.",actor; target; personal information; consent; relationship closeness; public/private setting,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",china; connection; consent; expect; expectations; family; family awareness; know; norm; personal information; phone; photo; plans; privacy; public; safety; travel; vary,"Culture or social context: China. Norm domain: Family Awareness. Situation category: privacy. Norm: Family may expect to know travel plans for safety and connection, but expectations vary. Relevant latent variables: actor, target, personal information, consent, relationship closeness, public/private setting. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC065,SAC065,privacy,US,digital-privacy,US: Digital Privacy,Maintaining personal digital privacy is widely considered reasonable.,actor; target; personal information; consent; relationship closeness; public/private setting,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",consent; considered; digital; digital privacy; maintaining; norm; personal; personal information; phone; photo; privacy; public; reasonable; us; widely,"Culture or social context: US. Norm domain: Digital Privacy. Situation category: privacy. Norm: Maintaining personal digital privacy is widely considered reasonable. Relevant latent variables: actor, target, personal information, consent, relationship closeness, public/private setting. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC066,SAC066,privacy,Mexico,relationship-closeness,Mexico: Relationship Closeness,"Some partners may view sharing as trust, but privacy boundaries are still legitimate.",actor; target; personal information; consent; relationship closeness; public/private setting,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",boundaries; consent; legitimate; mexico; norm; partners; personal information; phone; photo; privacy; public; relationship closeness; sharing; some; still; trust; view,"Culture or social context: Mexico. Norm domain: Relationship Closeness. Situation category: privacy. Norm: Some partners may view sharing as trust, but privacy boundaries are still legitimate. Relevant latent variables: actor, target, personal information, consent, relationship closeness, public/private setting. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC067,SAC067,privacy,US,consent,US: Consent,Posting someone’s image usually requires respect for consent and privacy.,actor; target; personal information; consent; relationship closeness; public/private setting,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",consent; image; norm; personal information; phone; photo; posting; privacy; public; requires; respect; someone; us,"Culture or social context: US. Norm domain: Consent. Situation category: privacy. Norm: Posting someone’s image usually requires respect for consent and privacy. Relevant latent variables: actor, target, personal information, consent, relationship closeness, public/private setting. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC068,SAC068,privacy,South Korea,image-conscious,South Korea: Image Conscious,"Managing one’s public image is socially important, so photo consent is meaningful.",actor; target; personal information; consent; relationship closeness; public/private setting,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",consent; image; image conscious; korea; managing; meaningful; norm; personal information; phone; photo; privacy; public; socially; south; south korea,"Culture or social context: South Korea. Norm domain: Image Conscious. Situation category: privacy. Norm: Managing one’s public image is socially important, so photo consent is meaningful. Relevant latent variables: actor, target, personal information, consent, relationship closeness, public/private setting. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC069,SAC069,morality_fairness,US,commitment,US: Commitment,Not following through on commitments is generally unfair to teammates.,actor; affected party; fairness; honesty; harm; rule expectation,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",cheating; commitment; commitments; credit; fairness; following; honesty; morality; norm; rules; teammates; through; unfair; us,"Culture or social context: US. Norm domain: Commitment. Situation category: morality fairness. Norm: Not following through on commitments is generally unfair to teammates. Relevant latent variables: actor, affected party, fairness, honesty, harm, rule expectation. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC070,SAC070,morality_fairness,Japan,group-responsibility,Japan: Group Responsibility,Group obligation and reliability are strongly valued.,actor; affected party; fairness; honesty; harm; rule expectation,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",cheating; credit; fairness; group; group responsibility; honesty; japan; morality; norm; obligation; reliability; rules; strongly; valued,"Culture or social context: Japan. Norm domain: Group Responsibility. Situation category: morality fairness. Norm: Group obligation and reliability are strongly valued. Relevant latent variables: actor, affected party, fairness, honesty, harm, rule expectation. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC071,SAC071,morality_fairness,US,contract,US: Contract,"Keeping agreements is valued, but refunds may depend on fairness, product condition, and prior terms.",actor; affected party; fairness; honesty; harm; rule expectation,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",agreements; cheating; condition; contract; credit; depend; fairness; honesty; keeping; morality; norm; prior; product; refunds; rules; terms; us; valued,"Culture or social context: US. Norm domain: Contract. Situation category: morality fairness. Norm: Keeping agreements is valued, but refunds may depend on fairness, product condition, and prior terms. Relevant latent variables: actor, affected party, fairness, honesty, harm, rule expectation. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC072,SAC072,morality_fairness,Germany,rule-and-contract,Germany: Rule And Contract,Clear agreements are generally expected to be honored.,actor; affected party; fairness; honesty; harm; rule expectation,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",agreements; cheating; clear; credit; expected; fairness; germany; honesty; honored; morality; norm; rule and contract; rules,"Culture or social context: Germany. Norm domain: Rule And Contract. Situation category: morality fairness. Norm: Clear agreements are generally expected to be honored. Relevant latent variables: actor, affected party, fairness, honesty, harm, rule expectation. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC073,SAC073,morality_fairness,US,accountability,US: Accountability,Late apologies can be acceptable when they acknowledge harm without demanding forgiveness.,actor; affected party; fairness; honesty; harm; rule expectation,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",accountability; acknowledge; apologies; cheating; credit; demanding; fairness; forgiveness; harm; honesty; late; morality; norm; rules; they; us; when; without,"Culture or social context: US. Norm domain: Accountability. Situation category: morality fairness. Norm: Late apologies can be acceptable when they acknowledge harm without demanding forgiveness. Relevant latent variables: actor, affected party, fairness, honesty, harm, rule expectation. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC074,SAC074,morality_fairness,Japan,restoring-harmony,Japan: Restoring Harmony,Apology can help repair relationships and restore social harmony.,actor; affected party; fairness; honesty; harm; rule expectation,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",apology; cheating; credit; fairness; harmony; help; honesty; japan; morality; norm; relationships; repair; restore; restoring harmony; rules; social,"Culture or social context: Japan. Norm domain: Restoring Harmony. Situation category: morality fairness. Norm: Apology can help repair relationships and restore social harmony. Relevant latent variables: actor, affected party, fairness, honesty, harm, rule expectation. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC075,SAC075,morality_fairness,US,autonomy-and-honesty,US: Autonomy And Honesty,Some value honesty and warning the harmed person; others avoid intervening in private relationships.,actor; affected party; fairness; honesty; harm; rule expectation,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",autonomy and honesty; avoid; cheating; credit; fairness; harmed; honesty; intervening; morality; norm; others; person; private; relationships; rules; some; us; value,"Culture or social context: US. Norm domain: Autonomy And Honesty. Situation category: morality fairness. Norm: Some value honesty and warning the harmed person; others avoid intervening in private relationships. Relevant latent variables: actor, affected party, fairness, honesty, harm, rule expectation. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC076,SAC076,friendship,US,consent-and-respect,US: Consent And Respect,Respecting requests about personal images is tied to trust and consent.,friend; closeness; reciprocity; support expectation; honesty; boundary,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",about; boundaries; consent; consent and respect; friend; friendship; honesty; images; norm; personal; reciprocity; requests; respecting; support; tied; trust; us,"Culture or social context: US. Norm domain: Consent And Respect. Situation category: friendship. Norm: Respecting requests about personal images is tied to trust and consent. Relevant latent variables: friend, closeness, reciprocity, support expectation, honesty, boundary. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC077,SAC077,friendship,Germany,privacy-respect,Germany: Privacy Respect,Personal dignity and consent are strongly emphasized in social interactions.,friend; closeness; reciprocity; support expectation; honesty; boundary,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",boundaries; consent; dignity; emphasized; friend; friendship; germany; honesty; interactions; norm; personal; privacy respect; reciprocity; social; strongly; support,"Culture or social context: Germany. Norm domain: Privacy Respect. Situation category: friendship. Norm: Personal dignity and consent are strongly emphasized in social interactions. Relevant latent variables: friend, closeness, reciprocity, support expectation, honesty, boundary. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC078,SAC078,friendship,US,flexibility,US: Flexibility,"Self-care is valued, but reliability and communication still matter.",friend; closeness; reciprocity; support expectation; honesty; boundary,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",boundaries; communication; flexibility; friend; friendship; honesty; matter; norm; reciprocity; reliability; self care; still; support; us; valued,"Culture or social context: US. Norm domain: Flexibility. Situation category: friendship. Norm: Self-care is valued, but reliability and communication still matter. Relevant latent variables: friend, closeness, reciprocity, support expectation, honesty, boundary. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC079,SAC079,friendship,Japan,reliability,Japan: Reliability,Commitments are expected to be honored unless there is a strong reason.,friend; closeness; reciprocity; support expectation; honesty; boundary,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",boundaries; commitments; expected; friend; friendship; honesty; honored; japan; norm; reason; reciprocity; reliability; strong; support; there; unless,"Culture or social context: Japan. Norm domain: Reliability. Situation category: friendship. Norm: Commitments are expected to be honored unless there is a strong reason. Relevant latent variables: friend, closeness, reciprocity, support expectation, honesty, boundary. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC080,SAC080,friendship,US,politeness,US: Politeness,Honesty is acceptable but often softened to avoid hurting others.,friend; closeness; reciprocity; support expectation; honesty; boundary,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",avoid; boundaries; friend; friendship; honesty; hurting; norm; often; others; politeness; reciprocity; softened; support; us,"Culture or social context: US. Norm domain: Politeness. Situation category: friendship. Norm: Honesty is acceptable but often softened to avoid hurting others. Relevant latent variables: friend, closeness, reciprocity, support expectation, honesty, boundary. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
